state,jurisdiction_type,name,fips_code,rate
NM,special_district,Springer (Water & Sanitation Facility),09-321,0.00958
NM,special_district,State Fairgrounds,02-555,0.01313
NM,special_district,Stonegate Communities Tidd,29-038,0.02563
NM,special_district,Sugarite Canyon - Raton,09-172,0.00958
NM,special_district,Sunland Park,07-416,0.03315
NM,special_district,Taos (City),20-126,0.043
NM,special_district,Taos Airport,20-163,0.02625
NM,special_district,Taos Ski Valley Tidd,20-430,0.04563
NM,special_district,Tatum,06-500,0.01688
NM,special_district,Texico*,05-302,0.0305
NM,special_district,Truth Or Consequences,21-124,0.035
NM,special_district,Truth Or Consequences Airport,21-164,0.01813
NM,special_district,Tucumcari,10-117,0.0325
NM,special_district,Tularosa,15-308,0.02813
NM,special_district,Upper Petroglyphs Tid District 1,02-607,0.01313
NM,special_district,Upper Petroglyphs Tid District 2,02-608,0.01313
NM,special_district,Upper Petroglyphs Tid District 3,02-609,0.01313
NM,special_district,Upper Petroglyphs Tid District 4,02-610,0.01313
NM,special_district,Upper Petroglyphs Tid District 5,02-611,0.01313
NM,special_district,Upper Petroglyphs Tid District 6,02-612,0.01313
NM,special_district,Upper Petroglyphs Tid District 7,02-613,0.01313
NM,special_district,Upper Petroglyphs Tid District 8,02-614,0.01313
NM,special_district,Upper Petroglyphs Tid District 9,02-615,0.01313
NM,special_district,Vaughn,24-207,0.03613
NM,special_district,Village At Rio Rancho Tidd,29-525,0.02563
NM,special_district,Village Of Tijeras,02-318,0.032
NM,special_district,Virden,23-209,0.01813
NM,special_district,Wagon Mound,30-115,0.02646
NM,special_district,Willard,22-314,0.02438
NM,special_district,Williamsburg,21-220,0.035
NM,special_district,Winrock Town Center Tid District 1,02-035,0.0275
NM,special_district,Winrock Town Center Tid District 2,02-036,0.0275
NV,county,Carson City,510,0.0075
NV,county,Churchill,001,0.0075
NV,county,Clark,003,0.01525
NV,county,Douglas,005,0.0025
NV,county,Elko,007,0.0025
NV,county,Esmeralda,009,0.0
NV,county,Eureka,011,0.0
NV,county,Humboldt,013,0.0
NV,county,Lander,015,0.0025
NV,county,Lincoln,017,0.0025
NV,county,Lyon,019,0.0025
NV,county,Mineral,021,0.0
NV,county,Nye,023,0.0075
NV,county,Pershing,027,0.0025
NV,county,Storey,029,0.0075
NV,county,Washoe,031,0.01415
NV,county,White Pine,033,0.00875
NV,special_district,Special District 32601,32601,0.01415
NV,special_district,Special District 32603,32603,0.01415
NV,special_district,Special District 32605,32605,0.01525
NV,special_district,Special District 32607,32607,0.01415
NV,special_district,Special District 32609,32609,0.01415
NV,special_district,Special District 32611,32611,0.01525
NV,special_district,Special District 32613,32613,0.01525
NV,special_district,Special District 32615,32615,0.01525
NV,special_district,Special District 32617,32617,0.01525
NY,county,Albany,,0.04
NY,county,Allegany,,0.045
NY,county,Bronx,,0.04875
NY,county,Broome,,0.04
NY,county,Cattaraugus,,0.04
NY,county,Cayuga,,0.04
NY,county,Chautauqua,,0.04
NY,county,Chemung,,0.04
NY,county,Chenango,,0.04
NY,county,Clinton,,0.04
NY,county,Columbia,,0.04
NY,county,Cortland,,0.04
NY,county,Delaware,,0.04
NY,county,Dutchess,,0.04125
NY,county,Erie,,0.0475
NY,county,Essex,,0.04
NY,county,Franklin,,0.04
NY,county,Fulton,,0.04
NY,county,Genesee,,0.04
NY,county,Greene,,0.04
NY,county,Hamilton,,0.04
NY,county,Herkimer,,0.0425
NY,county,Jefferson,,0.04
NY,county,Kings,,0.04875
NY,county,Lewis,,0.04
NY,county,Livingston,,0.04
NY,county,Madison,,0.04
NY,county,Monroe,,0.04
NY,county,Montgomery,,0.04
NY,county,Nassau,,0.04625
NY,county,New York,,0.04875
NY,county,Niagara,,0.04
NY,county,Oneida,,0.0475
NY,county,Onondaga,,0.04
NY,county,Ontario,,0.035
NY,county,Orange,,0.04125
NY,county,Orleans,,0.04
NY,county,Oswego,,0.04
NY,county,Otsego,,0.04
NY,county,Putnam,,0.04375
NY,county,Queens,,0.04875
NY,county,Rensselaer,,0.04
NY,county,Richmond,,0.04875
NY,county,Rockland,,0.04375
NY,county,Saratoga,,0.03
NY,county,Schenectady,,0.04
NY,county,Schoharie,,0.04
NY,county,Schuyler,,0.04
NY,county,Seneca,,0.04
NY,county,St. Lawrence,,0.04
NY,county,Steuben,,0.04
NY,county,Suffolk,,0.0475
NY,county,Sullivan,,0.04
NY,county,Tioga,,0.04
NY,county,Tompkins,,0.04
NY,county,Ulster,,0.04
NY,county,Warren,,0.03
NY,county,Washington,,0.03
NY,county,Wayne,,0.04
NY,county,Westchester,,0.04375
NY,county,Wyoming,,0.04
NY,county,Yates,,0.04
OH,county,Adams,001,0.015
OH,county,Allen,003,0.01
OH,county,Ashland,005,0.0125
OH,county,Ashtabula,007,0.01
OH,county,Athens,009,0.015
OH,county,Auglaize,011,0.015
OH,county,Belmont,013,0.015
OH,county,Brown,015,0.0125
OH,county,Butler,017,0.0075
OH,county,Carroll,019,0.01
OH,county,Champaign,021,0.015
OH,county,Clark,023,0.015
OH,county,Clermont,025,0.01
OH,county,Clinton,027,0.015
OH,county,Columbiana,029,0.015
OH,county,Coshocton,031,0.02
OH,county,Crawford,033,0.015
OH,county,Cuyahoga,035,0.0125
OH,county,Darke,037,0.015
OH,county,Defiance,039,0.01
OH,county,Delaware,041,0.0125
OH,county,Erie,043,0.01
OH,county,Fairfield,045,0.01
OH,county,Fayette,047,0.015
OH,county,Franklin,049,0.0125
OH,county,Fulton,051,0.015
OH,county,Gallia,053,0.015
OH,county,Geauga,055,0.01
OH,county,Greene,057,0.01
OH,county,Guernsey,059,0.015
OH,county,Hamilton,061,0.0125
OH,county,Hancock,063,0.01
OH,county,Hardin,065,0.015
OH,county,Harrison,067,0.015
OH,county,Henry,069,0.015
OH,county,Highland,071,0.015
OH,county,Hocking,073,0.015
OH,county,Holmes,075,0.0125
OH,county,Huron,077,0.015
OH,county,Jackson,079,0.015
OH,county,Jefferson,081,0.015
OH,county,Knox,083,0.015
OH,county,Lake,085,0.01
OH,county,Lawrence,087,0.015
OH,county,Licking,089,0.015
OH,county,Logan,091,0.015
OH,county,Lorain,093,0.0075
OH,county,Lucas,095,0.015
OH,county,Madison,097,0.0125
OH,county,Mahoning,099,0.015
OH,county,Marion,101,0.015
OH,county,Medina,103,0.01
OH,county,Meigs,105,0.015
OH,county,Mercer,107,0.015
OH,county,Miami,109,0.0125
OH,county,Monroe,111,0.015
OH,county,Montgomery,113,0.0125
OH,county,Morgan,115,0.015
OH,county,Morrow,117,0.015
OH,county,Muskingum,119,0.015
OH,county,Noble,121,0.015
OH,county,Ottawa,123,0.0125
OH,county,Paulding,125,0.015
OH,county,Perry,127,0.015
OH,county,Pickaway,129,0.015
OH,county,Pike,131,0.015
OH,county,Portage,133,0.01
OH,county,Preble,135,0.015
OH,county,Putnam,137,0.0125
OH,county,Richland,139,0.0125
OH,county,Ross,141,0.015
OH,county,Sandusky,143,0.015
OH,county,Scioto,145,0.015
OH,county,Seneca,147,0.015
OH,county,Shelby,149,0.015
OH,county,Stark,151,0.005
OH,county,Summit,153,0.005
OH,county,Trumbull,155,0.01
OH,county,Tuscarawas,157,0.01
OH,county,Union,159,0.0125
OH,county,Van Wert,161,0.015
OH,county,Vinton,163,0.015
OH,county,Warren,165,0.01
OH,county,Washington,167,0.015
OH,county,Wayne,169,0.0075
OH,county,Williams,171,0.015
OH,county,Wood,173,0.01
OH,county,Wyandot,175,0.015
OH,special_district,Special District 02000,02000,0.001
OH,special_district,Special District 18000,18000,0.01
OH,special_district,Special District 25000,25000,0.01
OH,special_district,Special District 31000,31000,0.008
OH,special_district,Special District 43000,43000,0.005
OH,special_district,Special District 48000,48000,0.005
OH,special_district,Special District 50000,50000,0.0025
OH,special_district,Special District 57000,57000,0.005
OH,special_district,Special District 67000,67000,0.0025
OH,special_district,Special District 76000,76000,0.0025
OH,special_district,Special District 77000,77000,0.005
OH,special_district,Special District 87100,87100,0.005
OH,special_district,Special District 93000,93000,0.01
OH,special_district,Special District 94000,94000,0.01
OH,special_district,Special District 96000,96000,0.01
OH,special_district,Special District 98000,98000,0.01
OH,transit,Akron METRO RTA,,0.005
OH,transit,Central Ohio Transit Authority,,0.01
OH,transit,Greater Cleveland RTA,,0.01
OH,transit,Greater Dayton RTA,,0.005
OH,transit,Stark Area Regional Transit Authority,,0.0025
OH,transit,Toledo Area Regional Transit Authority,,0.005
OK,city,Achille,00100,0.03
OK,city,Ada,00200,0.04
OK,city,Adair,00250,0.04
OK,city,Addington,00450,0.02
OK,city,Afton,00600,0.035
OK,city,Agra,00700,0.04
OK,city,Alderson,01150,0.02
OK,city,Alex,01250,0.03
OK,city,Aline,01350,0.03
OK,city,Allen,01400,0.03
OK,city,Altus,01700,0.04125
OK,city,Alva,01800,0.0425
OK,city,Amber,01900,0.04
OK,city,Ames,01950,0.03
OK,city,Anadarko,02050,0.035
OK,city,Antlers,02250,0.035
OK,city,Apache,02300,0.04
OK,city,Arapaho,02500,0.03
OK,city,Arcadia,02550,0.04
OK,city,Ardmore,02600,0.0375
OK,city,Arkoma,02650,0.03
OK,city,Arnett,02800,0.04
OK,city,Asher,03000,0.04
OK,city,Atoka,03300,0.04
OK,city,Atwood,03350,0.02
OK,city,Avant,03500,0.02
OK,city,Barnsdall,04250,0.04
OK,city,Bartlesville,04450,0.034
OK,city,Beaver,04750,0.03
OK,city,Beggs,05000,0.045
OK,city,Bennington,05400,0.04
OK,city,Bernice,05550,0.035
OK,city,Bessie,05650,0.02
OK,city,Bethany,05700,0.04
OK,city,Bethel Acres,05800,0.025
OK,city,Big Cabin,05900,0.025
OK,city,Billings,06100,0.04
OK,city,Binger,06200,0.04
OK,city,Bixby,06400,0.0405
OK,city,Blackwell,06600,0.05
OK,city,Blair,06650,0.03
OK,city,Blanchard,06700,0.05
OK,city,Bluejacket,06950,0.02
OK,city,Boise City,07300,0.03
OK,city,Bokchito,07350,0.04
OK,city,Bokoshe,07450,0.04
OK,city,Boley,07500,0.05
OK,city,Boswell,07750,0.03
OK,city,Bowlegs,07950,0.03
OK,city,Boynton,08150,0.02
OK,city,Bradley,08300,0.03
OK,city,Braggs,08400,0.03
OK,city,Braman,08450,0.04
OK,city,Bray,08550,0.01
OK,city,Bridgeport,08750,0.03
OK,city,Bristow,08900,0.05
OK,city,Broken Arrow,09050,0.0355
OK,city,Broken Bow,09100,0.04
OK,city,Buffalo,09850,0.03
OK,city,Burbank,09950,0.02
OK,city,Burlington,10050,0.01
OK,city,Burns Flat,10250,0.04
OK,city,Butler,10450,0.03
OK,city,Byars,10550,0.04
OK,city,Byng,10600,0.04
OK,city,Byron,10650,0.02
OK,city,Cache,10700,0.0375
OK,city,Caddo,10800,0.04
OK,city,Calera,10950,0.04
OK,city,Calumet,11050,0.04
OK,city,Calvin,11100,0.04
OK,city,Camargo,11150,0.04
OK,city,Cameron,11300,0.02
OK,city,Canadian,11450,0.045
OK,city,Caney,11550,0.02
OK,city,Canton,11600,0.04
OK,city,Canute,11650,0.04
OK,city,Carlton Landing,11990,0.03
OK,city,Carmen,12000,0.03
OK,city,Carnegie,12050,0.04
OK,city,Carney,12100,0.04
OK,city,Carter,12300,0.04
OK,city,Cashion,12650,0.04
OK,city,Castle,12750,0.03
OK,city,Catoosa,12900,0.0325
OK,city,Cedar Valley,12960,0.0025
OK,city,Cement,13000,0.035
OK,city,Central High,13135,0.02
OK,city,Chandler,13500,0.04
OK,city,Chattanooga,13600,0.03
OK,city,Checotah,13650,0.04
OK,city,Chelsea,13700,0.03
OK,city,Cherokee,13750,0.0325
OK,city,Cheyenne,13900,0.03
OK,city,Chickasha,13950,0.0425
OK,city,Choctaw,14200,0.0525
OK,city,Chouteau,14300,0.045
OK,city,Cimarron City,14500,0.02
OK,city,City 65499,65499,0.045
OK,city,Claremore,14700,0.04
OK,city,Clayton,14900,0.04
OK,city,Clearview,15050,0.04
OK,city,Cleo Springs,15300,0.05
OK,city,Cleora,15250,0.02
OK,city,Cleveland,15350,0.035
OK,city,Clinton,15400,0.045
OK,city,Coalgate,15800,0.03
OK,city,Colbert,16050,0.04
OK,city,Colcord,16100,0.04
OK,city,Cole,16200,0.04
OK,city,Collinsville,16350,0.048
OK,city,Colony,16400,0.02
OK,city,Comanche,16450,0.04
OK,city,Commerce,16500,0.05
OK,city,Copan,17100,0.03
OK,city,Corn,17300,0.02
OK,city,Cornish,17350,0.02
OK,city,Council Hill,17550,0.02
OK,city,Covington,17700,0.04
OK,city,Coweta,17800,0.04
OK,city,Coyle,17950,0.03
OK,city,Crescent,18250,0.03
OK,city,Cromwell,18450,0.03
OK,city,Crowder,18550,0.04
OK,city,Cushing,18850,0.04
OK,city,Custer City,18950,0.04
OK,city,Cyril,19000,0.04
OK,city,Davenport,19350,0.04
OK,city,Davidson,19400,0.04
OK,city,Davis,19450,0.03
OK,city,Deer Creek,19650,0.03
OK,city,Del City,19900,0.045
OK,city,Delaware,19850,0.02
OK,city,Depew,20300,0.04
OK,city,Dewar,20500,0.04
OK,city,Dewey,20550,0.034
OK,city,Dibble,20650,0.05
OK,city,Dickson,20700,0.04
OK,city,Dill City,20850,0.03
OK,city,Disney,20900,0.03875
OK,city,Dougherty,21200,0.02
OK,city,Douglas,21250,0.02
OK,city,Dover,21350,0.04
OK,city,Drummond,21700,0.03
OK,city,Drumright,21750,0.045
OK,city,Duncan,21900,0.035
OK,city,Durant,22050,0.04375
OK,city,Dustin,22200,0.04
OK,city,Eakly,22400,0.03
OK,city,Earlsboro,22500,0.03
OK,city,East Duke,22550,0.035
OK,city,Edmond,23200,0.0375
OK,city,El Reno,23700,0.04
OK,city,Eldorado,23350,0.02
OK,city,Elgin,23450,0.04
OK,city,Elk City,23500,0.045
OK,city,Elmore City,23600,0.04
OK,city,Enid,23950,0.0425
OK,city,Erick,24200,0.05
OK,city,Eufaula,24650,0.035
OK,city,Fairfax,24850,0.03
OK,city,Fairland,24900,0.03
OK,city,Fairmont,24950,0.03
OK,city,Fairview,25100,0.04
OK,city,Fanshawe,25400,0.03
OK,city,Fargo,25450,0.03
OK,city,Faxon,25650,0.02
OK,city,Fletcher,26350,0.04
OK,city,Forest Park,26850,0.03
OK,city,Forgan,26900,0.03
OK,city,Fort Cobb,27100,0.04
OK,city,Fort Coffee,27150,0.03
OK,city,Fort Gibson,27200,0.045
OK,city,Fort Supply,27350,0.03
OK,city,Fort Towson,27400,0.035
OK,city,Foss,27450,0.04
OK,city,Foster,27500,0.04
OK,city,Foyil,27600,0.04
OK,city,Francis,27650,0.04
OK,city,Frederick,27800,0.025
OK,city,Freedom,27850,0.02
OK,city,Gage,28250,0.03
OK,city,Gans,28350,0.02
OK,city,Garber,28500,0.04
OK,city,Garvin,28700,0.03
OK,city,Gate,28800,0.02
OK,city,Geary,28900,0.035
OK,city,Gene Autry,28950,0.03
OK,city,Geronimo,29100,0.03
OK,city,Gerty,29150,0.02
OK,city,Glencoe,29400,0.04662
OK,city,Glenpool,29600,0.051
OK,city,Goldsby,29850,0.035
OK,city,Goltry,29900,0.03
OK,city,Goodwell,30200,0.03
OK,city,Gore,30300,0.04
OK,city,Gotebo,30350,0.04
OK,city,Gould,30400,0.02
OK,city,Gracemont,30600,0.04
OK,city,Grandfield,30850,0.03
OK,city,Granite,30950,0.03
OK,city,Grayson,31150,0.04
OK,city,Greenfield,31250,0.03
OK,city,Grove,31600,0.04
OK,city,Guthrie,31700,0.0375
OK,city,Guymon,31750,0.04
OK,city,Haileyville,31900,0.03
OK,city,Hallett,32050,0.045
OK,city,Hammon,32250,0.03
OK,city,Hanna,32350,0.04
OK,city,Hardesty,32550,0.04
OK,city,Harrah,32750,0.04
OK,city,Hartshorne,32850,0.0375
OK,city,Haskell,32900,0.0435
OK,city,Hastings,33000,0.03
OK,city,Haworth,33150,0.035
OK,city,Healdton,33350,0.04
OK,city,Heavener,33400,0.035
OK,city,Helena,33450,0.03
OK,city,Hennessey,33700,0.04
OK,city,Henryetta,33750,0.04
OK,city,Hillsdale,34650,0.01
OK,city,Hinton,34750,0.0375
OK,city,Hitchcock,34850,0.03
OK,city,Hobart,35000,0.04
OK,city,Hochatown,35030,0.03
OK,city,Holdenville,35400,0.05
OK,city,Hollis,35500,0.03
OK,city,Hollister,35550,0.03
OK,city,Hominy,35850,0.035
OK,city,Hooker,36000,0.04
OK,city,Howe,36150,0.03
OK,city,Hugo,36300,0.035
OK,city,Hulbert,36400,0.04
OK,city,Hunter,36600,0.04
OK,city,Hydro,36700,0.045
OK,city,Idabel,36750,0.04
OK,city,Indiahoma,36850,0.04
OK,city,Indianola,36950,0.03
OK,city,Inola,37100,0.045
OK,city,Jay,37650,0.04
OK,city,Jenks,37800,0.0355
OK,city,Jennings,37850,0.04
OK,city,Jet,38000,0.03
OK,city,Jones,38350,0.05
OK,city,Kansas,38600,0.04
OK,city,Kaw City,38800,0.045
OK,city,Kellyville,39000,0.035
OK,city,Kendrick,39150,0.04
OK,city,Kenefic,39200,0.03
OK,city,Keota,39500,0.035
OK,city,Ketchum,39550,0.03
OK,city,Keyes,39600,0.02
OK,city,Kiefer,39750,0.04
OK,city,Kingfisher,39850,0.035
OK,city,Kingston,39900,0.03
OK,city,Kinta,39950,0.025
OK,city,Kiowa,40000,0.05
OK,city,Knowles,40100,0.02
OK,city,Konawa,40200,0.04
OK,city,Krebs,40300,0.04
OK,city,Kremlin,40400,0.03
OK,city,Lahoma,40700,0.045
OK,city,Lake Aluma,40800,0.0275
OK,city,Lamar,41250,0.03
OK,city,Lamont,41350,0.05
OK,city,Langley,41500,0.03
OK,city,Langston,41550,0.04
OK,city,Laverne,41700,0.0325
OK,city,Lawton,41850,0.04125
OK,city,Le Flore,42150,0.01
OK,city,Leedey,42050,0.03
OK,city,Lehigh,42200,0.02
OK,city,Lenapah,42300,0.02
OK,city,Lexington,42700,0.04
OK,city,Lindsay,43150,0.04
OK,city,Loco,43450,0.03
OK,city,Locust Grove,43500,0.05
OK,city,Lone Chimney,43725,0.03
OK,city,Lone Grove,43750,0.04
OK,city,Lone Wolf,43850,0.03
OK,city,Longdale,43950,0.03
OK,city,Lookeba,44000,0.03
OK,city,Loyal,44300,0.04
OK,city,Luther,44500,0.04
OK,city,Macomb,45500,0.03
OK,city,Madill,45750,0.03
OK,city,Manchester,46000,0.01
OK,city,Mangum,46050,0.03
OK,city,Manitou,46150,0.03
OK,city,Mannford,46200,0.035
OK,city,Mannsville,46300,0.03
OK,city,Maramec,46400,0.03
OK,city,Marble City,46450,0.03
OK,city,Marietta,46500,0.03
OK,city,Marland,46550,0.03
OK,city,Marlow,46600,0.035
OK,city,Marshall,46650,0.04
OK,city,Maud,46900,0.04
OK,city,May,47000,0.02
OK,city,Maysville,47150,0.04
OK,city,McAlester,44800,0.04
OK,city,McCurtain,44950,0.035
OK,city,McLoud,45350,0.04
OK,city,Mead,47250,0.02
OK,city,Medford,47300,0.04
OK,city,Medicine Park,47350,0.04125
OK,city,Meeker,47450,0.04
OK,city,Meno,47750,0.03
OK,city,Meridian,47800,0.02
OK,city,Miami,48000,0.0365
OK,city,Midwest City,48350,0.046
OK,city,Milburn,48400,0.02
OK,city,Mill Creek,48500,0.035
OK,city,Millerton,48600,0.03
OK,city,Minco,48750,0.04
OK,city,Moffett,49000,0.02
OK,city,Moore,49200,0.03875
OK,city,Mooreland,49250,0.04
OK,city,Morris,49400,0.04
OK,city,Morrison,49450,0.04
OK,city,Mounds,49550,0.04
OK,city,Mountain Park,49600,0.03
OK,city,Mountain View,49650,0.04
OK,city,Muldrow,49850,0.035
OK,city,Mulhall,49900,0.03
OK,city,Muskogee,50050,0.04
OK,city,Mustang,50100,0.04
OK,city,Nash,50300,0.03
OK,city,New Alluwe,51050,0.02
OK,city,New Cordell,51250,0.04
OK,city,Newcastle,51150,0.04
OK,city,Newkirk,51300,0.04
OK,city,Nichols Hills,51800,0.04
OK,city,Nicoma Park,51850,0.05
OK,city,Ninnekah,52100,0.03
OK,city,Noble,52150,0.04125
OK,city,Norge,52450,0.01
OK,city,Norman,52500,0.04125
OK,city,North Enid,52600,0.04
OK,city,North Miami,52700,0.035
OK,city,Nowata,52900,0.04
OK,city,Oakland,53400,0.02
OK,city,Oaks,53550,0.03
OK,city,Ochelata,53700,0.03
OK,city,Oilton,54000,0.05
OK,city,Okarche,54050,0.045
OK,city,Okay,54100,0.04
OK,city,Okeene,54150,0.0525
OK,city,Okemah,54200,0.035
OK,city,Oklahoma City,55000,0.04125
OK,city,Okmulgee,55150,0.04
OK,city,Oktaha,55200,0.04
OK,city,Olustee,55450,0.01
OK,city,Oologah,55750,0.03
OK,city,Orlando,56050,0.04
OK,city,Owasso,56650,0.0405
OK,city,Paden,56800,0.03
OK,city,Panama,56900,0.03
OK,city,Paoli,57100,0.03
OK,city,Paradise Hill,57150,0.03
OK,city,Pauls Valley,57550,0.045
OK,city,Pawhuska,57600,0.04
OK,city,Pawnee,57650,0.035
OK,city,Pensacola,58050,0.03
OK,city,Peoria,58100,0.01
OK,city,Perkins,58150,0.03875
OK,city,Perry,58250,0.0425
OK,city,Piedmont,58700,0.05
OK,city,Pink,59150,0.03
OK,city,Pittsburg,59350,0.03
OK,city,Pocasset,59700,0.015
OK,city,Pocola,59750,0.04
OK,city,Ponca City,59850,0.03833
OK,city,Pond Creek,59950,0.04
OK,city,Porter,60150,0.04
OK,city,Porum,60250,0.05
OK,city,Poteau,60350,0.03
OK,city,Prague,60500,0.04
OK,city,Prue,60850,0.03
OK,city,Pryor Creek,61000,0.04
OK,city,Purcell,61150,0.05
OK,city,Quapaw,61400,0.03
OK,city,Quinton,61550,0.03
OK,city,Ralston,61650,0.03
OK,city,Ramona,61700,0.02
OK,city,Ratliff City,61900,0.035
OK,city,Rattan,61950,0.035
OK,city,Ravia,62000,0.03
OK,city,Red Oak,62550,0.03
OK,city,Red Rock,62650,0.05
OK,city,Renfrow,62900,0.04
OK,city,Rentiesville,62950,0.04
OK,city,Reydon,63100,0.02
OK,city,Ringling,63350,0.025
OK,city,Ringwood,63450,0.03
OK,city,Ripley,63500,0.03
OK,city,Rock Island,63600,0.015
OK,city,Rocky,63700,0.04
OK,city,Roff,63750,0.045
OK,city,Roland,63800,0.04
OK,city,Roosevelt,63900,0.03
OK,city,Rush Springs,64300,0.045
OK,city,Ryan,64600,0.03
OK,city,Salina,64950,0.04
OK,city,Sallisaw,65000,0.04
OK,city,Sand Springs,65300,0.0405
OK,city,Sapulpa,65400,0.04
OK,city,Sasakwa,65500,0.04
OK,city,Savanna,65600,0.05
OK,city,Sawyer,65650,0.01
OK,city,Sayre,65700,0.04
OK,city,Schulter,65900,0.005
OK,city,Seiling,66250,0.04
OK,city,Seminole,66350,0.04125
OK,city,Sentinel,66400,0.03
OK,city,Shady Point,66550,0.035
OK,city,Shamrock,66600,0.03
OK,city,Shattuck,66750,0.04
OK,city,Shawnee,66800,0.04
OK,city,Shidler,67200,0.02
OK,city,Skiatook,67850,0.045
OK,city,Slaughterville,67950,0.02
OK,city,Slick,68000,0.03
OK,city,Smithville,68250,0.005
OK,city,Snyder,68400,0.04
OK,city,Soper,68500,0.02
OK,city,South Coffeyville,68600,0.02
OK,city,Sparks,68950,0.04
OK,city,Spavinaw,69050,0.04
OK,city,Spencer,69200,0.05
OK,city,Sperry,69300,0.036
OK,city,Spiro,69350,0.03
OK,city,Sportsmen Acres,69400,0.03
OK,city,Springer,69500,0.02
OK,city,Sterling,70150,0.03
OK,city,Stigler,70250,0.035
OK,city,Stillwater,70300,0.04
OK,city,Stilwell,70350,0.0375
OK,city,Stonewall,70500,0.05
OK,city,Strang,70750,0.02
OK,city,Stratford,70800,0.04
OK,city,Stringtown,70850,0.03
OK,city,Stroud,71000,0.04
OK,city,Stuart,71050,0.04
OK,city,Sulphur,71350,0.03
OK,city,Summit,71450,0.03
OK,city,Sweetwater,71900,0.01
OK,city,Taft,72050,0.04
OK,city,Tahlequah,72100,0.0325
OK,city,Talala,72200,0.03
OK,city,Talihina,72250,0.03
OK,city,Taloga,72350,0.03
OK,city,Tamaha,72400,0.03
OK,city,Tatums,72500,0.05
OK,city,Tecumseh,72650,0.03
OK,city,Temple,72750,0.03
OK,city,Terlton,72850,0.02
OK,city,Terral,72900,0.03
OK,city,Texhoma,73100,0.03
OK,city,Texola,73150,0.01
OK,city,Thackerville,73200,0.02
OK,city,The Village,73250,0.045
OK,city,Thomas,73450,0.045
OK,city,Tipton,73850,0.04
OK,city,Tishomingo,73900,0.03
OK,city,Tonkawa,74150,0.045
OK,city,Tribbey,74400,0.02
OK,city,Tryon,74550,0.04
OK,city,Tullahassee,74650,0.04
OK,city,Tulsa,75000,0.0365
OK,city,Tupelo,75050,0.03
OK,city,Tushka,75250,0.035
OK,city,Tuttle,75450,0.045
OK,city,Tyrone,75750,0.03
OK,city,Union City,75950,0.045
OK,city,Valley Brook,76500,0.03
OK,city,Valliant,76650,0.03
OK,city,Velma,76900,0.04
OK,city,Vera,76950,0.02
OK,city,Verden,77000,0.0375
OK,city,Verdigris,77050,0.03
OK,city,Vernon,77150,0.04
OK,city,Vian,77250,0.04
OK,city,Vici,77300,0.04
OK,city,Vinita,77550,0.03
OK,city,Wagoner,77850,0.04
OK,city,Wainwright,77900,0.04
OK,city,Wakita,77950,0.04
OK,city,Walters,78150,0.03
OK,city,Wanette,78200,0.035
OK,city,Wann,78250,0.02
OK,city,Wapanucka,78300,0.015
OK,city,Warner,78400,0.05
OK,city,Warr Acres,78500,0.04
OK,city,Washington,78700,0.05
OK,city,Watonga,78950,0.06
OK,city,Watts,79100,0.04
OK,city,Waukomis,79200,0.04
OK,city,Waurika,79250,0.03
OK,city,Wayne,79300,0.035
OK,city,Waynoka,79350,0.05
OK,city,Weatherford,79450,0.045
OK,city,Webbers Falls,79650,0.055
OK,city,Welch,79750,0.03
OK,city,Weleetka,79800,0.04
OK,city,Wellston,79900,0.04
OK,city,West Siloam Springs,80350,0.0475
OK,city,Westport,80250,0.025
OK,city,Westville,80450,0.0375
OK,city,Wetumka,80500,0.05
OK,city,Wewoka,80550,0.0525
OK,city,Whitefield,80800,0.03
OK,city,Wilburton,81000,0.035
OK,city,Willow,81300,0.02
OK,city,Wilson,81500,0.04
OK,city,Wister,81750,0.03
OK,city,Woodward,82150,0.04
OK,city,Wright City,82200,0.03
OK,city,Wyandotte,82250,0.03
OK,city,Wynnewood,82400,0.045
OK,city,Wynona,82450,0.04
OK,city,Yale,82500,0.04
OK,city,Yeager,82650,0.03
OK,city,Yukon,82950,0.04
OK,county,Adair,001,0.0175
OK,county,Alfalfa,003,0.02
OK,county,Atoka,005,0.02
OK,county,Beaver,007,0.02
OK,county,Beckham,009,0.0035
OK,county,Blaine,011,0.00875
OK,county,Bryan,013,0.005
OK,county,Caddo,015,0.015
OK,county,Canadian,017,0.0035
OK,county,Carter,019,0.00875
OK,county,Cherokee,021,0.0175
OK,county,Choctaw,023,0.02
OK,county,Cimarron,025,0.02
OK,county,Cleveland,027,0.00125
OK,county,Coal,029,0.02
OK,county,Comanche,031,0.00375
OK,county,Cotton,033,0.03
OK,county,Craig,035,0.02
OK,county,Creek,037,0.01167
OK,county,Custer,039,0.005
OK,county,Delaware,041,0.017
OK,county,Dewey,043,0.0175
OK,county,Ellis,045,0.02
OK,county,Garfield,047,0.0035
OK,county,Garvin,049,0.0075
OK,county,Grady,051,0.0075
OK,county,Grant,053,0.0125
OK,county,Greer,055,0.02
OK,county,Harmon,057,0.04
OK,county,Harper,059,0.02
OK,county,Haskell,061,0.02
OK,county,Hughes,063,0.01
OK,county,Jackson,065,0.01125
OK,county,Jefferson,067,0.02
OK,county,Johnston,069,0.02
OK,county,Kay,071,0.0125
OK,county,Kingfisher,073,0.0125
OK,county,Kiowa,075,0.03
