state,jurisdiction_type,name,fips_code,rate
KS,special_district,Special District ELVIC,ELVIC,0.015
KS,special_district,Special District EWELL,EWELL,0.0225
KS,special_district,Special District EWHOL,EWHOL,0.01
KS,special_district,Special District EWKAN,EWKAN,0.02
KS,special_district,Special District EWLOR,EWLOR,0.01
KS,special_district,Special District EWWIL,EWWIL,0.02
KS,special_district,Special District F2DER,F2DER,0.02
KS,special_district,Special District FIGAR,FIGAR,0.0295
KS,special_district,Special District FIHOL,FIHOL,0.023
KS,special_district,Special District FOBUC,FOBUC,0.02
KS,special_district,Special District FODOD,FODOD,0.025
KS,special_district,Special District FOFOR,FOFOR,0.01
KS,special_district,Special District FOSPE,FOSPE,0.01
KS,special_district,Special District FRLAN,FRLAN,0.025
KS,special_district,Special District FROTT,FROTT,0.03
KS,special_district,Special District FRPOM,FRPOM,0.035
KS,special_district,Special District FRPRI,FRPRI,0.03
KS,special_district,Special District FRRAN,FRRAN,0.015
KS,special_district,Special District FRRIC,FRRIC,0.0175
KS,special_district,Special District FRWEL,FRWEL,0.03
KS,special_district,Special District FRWIL,FRWIL,0.025
KS,special_district,Special District FSDER,FSDER,0.02
KS,special_district,Special District GEGRA,GEGRA,0.0325
KS,special_district,Special District GEJUN,GEJUN,0.0325
KS,special_district,Special District GEMIL,GEMIL,0.0125
KS,special_district,Special District GHBOG,GHBOG,0.01
KS,special_district,Special District GHHIL,GHHIL,0.02
KS,special_district,Special District GHMOR,GHMOR,0.02
KS,special_district,Special District GLHOR,GLHOR,0.01
KS,special_district,Special District GLTRI,GLTRI,0.01
KS,special_district,Special District GOGOV,GOGOV,0.02
KS,special_district,Special District GOGRA,GOGRA,0.02
KS,special_district,Special District GOGRI,GOGRI,0.0225
KS,special_district,Special District GOOAK,GOOAK,0.035
KS,special_district,Special District GOPAR,GOPAR,0.02
KS,special_district,Special District GOQUI,GOQUI,0.03
KS,special_district,Special District GRWIC,GRWIC,0.01
KS,special_district,Special District GTULY,GTULY,0.02
KS,special_district,Special District GWCLI,GWCLI,0.01
KS,special_district,Special District GWEUR,GWEUR,0.03
KS,special_district,Special District GWFAL,GWFAL,0.01
KS,special_district,Special District GWHAM,GWHAM,0.01
KS,special_district,Special District GWMAD,GWMAD,0.01
KS,special_district,Special District GWSEV,GWSEV,0.02
KS,special_district,Special District GWVIR,GWVIR,0.01
KS,special_district,Special District GYCIM,GYCIM,0.0225
KS,special_district,Special District GYCOP,GYCOP,0.01
KS,special_district,Special District GYENS,GYENS,0.01
KS,special_district,Special District GYING,GYING,0.01
KS,special_district,Special District GYMON,GYMON,0.03
KS,special_district,Special District HADOD,HADOD,0.025
KS,special_district,Special District HCKAN,HCKAN,0.04625
KS,special_district,Special District HFKAN,HFKAN,0.02625
KS,special_district,Special District HGHAN,HGHAN,0.01
KS,special_district,Special District HGJET,HGJET,0.04
KS,special_district,Special District HMCOL,HMCOL,0.015
KS,special_district,Special District HMSYR,HMSYR,0.025
KS,special_district,Special District HPANT,HPANT,0.005
KS,special_district,Special District HPATT,HPATT,0.02
KS,special_district,Special District HPDAN,HPDAN,0.01
KS,special_district,Special District HPHAR,HPHAR,0.02
KS,special_district,Special District HPTOP,HPTOP,0.0285
KS,special_district,Special District HSSAT,HSSAT,0.015
KS,special_district,Special District HSSUB,HSSUB,0.0175
KS,special_district,Special District HVBUR,HVBUR,0.03
KS,special_district,Special District HVHAL,HVHAL,0.02
KS,special_district,Special District HVHES,HVHES,0.02
KS,special_district,Special District HVNEW,HVNEW,0.02
KS,special_district,Special District HVNOR,HVNOR,0.02
KS,special_district,Special District HVSED,HVSED,0.025
KS,special_district,Special District HVWAL,HVWAL,0.02
KS,special_district,Special District JACIR,JACIR,0.0165
KS,special_district,Special District JADEL,JADEL,0.0165
KS,special_district,Special District JADEN,JADEN,0.0165
KS,special_district,Special District JAHOL,JAHOL,0.024
KS,special_district,Special District JAHOY,JAHOY,0.0165
KS,special_district,Special District JAMAY,JAMAY,0.0315
KS,special_district,Special District JANET,JANET,0.0165
KS,special_district,Special District JASOL,JASOL,0.0165
KS,special_district,Special District JAWHI,JAWHI,0.0165
KS,special_district,Special District JFMCL,JFMCL,0.02
KS,special_district,Special District JFMER,JFMER,0.015
KS,special_district,Special District JFNOR,JFNOR,0.01
KS,special_district,Special District JFOSK,JFOSK,0.02
KS,special_district,Special District JFOZA,JFOZA,0.02
KS,special_district,Special District JFPER,JFPER,0.02
KS,special_district,Special District JFVAL,JFVAL,0.03
KS,special_district,Special District JFWIN,JFWIN,0.015
KS,special_district,Special District JOBON,JOBON,0.03225
KS,special_district,Special District JODES,JODES,0.03225
KS,special_district,Special District JOEDG,JOEDG,0.02475
KS,special_district,Special District JOFAI,JOFAI,0.03475
KS,special_district,Special District JOGAR,JOGAR,0.02975
KS,special_district,Special District JOLAK,JOLAK,0.01475
KS,special_district,Special District JOLEA,JOLEA,0.026
KS,special_district,Special District JOLEN,JOLEN,0.0285
KS,special_district,Special District JOMER,JOMER,0.02975
KS,special_district,Special District JOMIH,JOMIH,0.02725
KS,special_district,Special District JOMIS,JOMIS,0.03225
KS,special_district,Special District JOMIW,JOMIW,0.02475
KS,special_district,Special District JOOLA,JOOLA,0.02975
KS,special_district,Special District JOOVE,JOOVE,0.0285
KS,special_district,Special District JOPRA,JOPRA,0.02475
KS,special_district,Special District JOROE,JOROE,0.02975
KS,special_district,Special District JOSHA,JOSHA,0.031
KS,special_district,Special District JOSPR,JOSPR,0.02975
KS,special_district,Special District JOWEH,JOWEH,0.02475
KS,special_district,Special District JOWES,JOWES,0.02975
KS,special_district,Special District JWBUR,JWBUR,0.01
KS,special_district,Special District JWESB,JWESB,0.01
KS,special_district,Special District JWFOR,JWFOR,0.01
KS,special_district,Special District JWJEW,JWJEW,0.01
KS,special_district,Special District JWMAN,JWMAN,0.0175
KS,special_district,Special District JWRAN,JWRAN,0.01
KS,special_district,Special District JWWEB,JWWEB,0.01
KS,special_district,Special District KEDEE,KEDEE,0.02
KS,special_district,Special District KELAK,KELAK,0.02
KS,special_district,Special District KMCUN,KMCUN,0.025
KS,special_district,Special District KMKIN,KMKIN,0.025
KS,special_district,Special District KMNAS,KMNAS,0.015
KS,special_district,Special District KMNOR,KMNOR,0.015
KS,special_district,Special District KMPEN,KMPEN,0.015
KS,special_district,Special District KMSPI,KMSPI,0.025
KS,special_district,Special District KMZEN,KMZEN,0.015
KS,special_district,Special District KWGRE,KWGRE,0.02
KS,special_district,Special District KWHAV,KWHAV,0.01
KS,special_district,Special District KWMUL,KWMUL,0.02
KS,special_district,Special District LBALT,LBALT,0.0275
KS,special_district,Special District LBBAR,LBBAR,0.0125
KS,special_district,Special District LBCHE,LBCHE,0.0275
KS,special_district,Special District LBEDN,LBEDN,0.0325
KS,special_district,Special District LBLAB,LBLAB,0.0125
KS,special_district,Special District LBMOU,LBMOU,0.0175
KS,special_district,Special District LBOSW,LBOSW,0.0275
KS,special_district,Special District LBPAR,LBPAR,0.0275
KS,special_district,Special District LCBAR,LCBAR,0.01
KS,special_district,Special District LCBEV,LCBEV,0.02
KS,special_district,Special District LCLIN,LCLIN,0.02
KS,special_district,Special District LCSYL,LCSYL,0.01
KS,special_district,Special District LEDIG,LEDIG,0.02
KS,special_district,Special District LGOAK,LGOAK,0.035
KS,special_district,Special District LGRUS,LGRUS,0.02
KS,special_district,Special District LGWIN,LGWIN,0.02
KS,special_district,Special District LNBLU,LNBLU,0.01
KS,special_district,Special District LNLAC,LNLAC,0.03
KS,special_district,Special District LNLIN,LNLIN,0.02
KS,special_district,Special District LNMOU,LNMOU,0.02
KS,special_district,Special District LNPAR,LNPAR,0.03
KS,special_district,Special District LNPLE,LNPLE,0.03
KS,special_district,Special District LNPRE,LNPRE,0.01
KS,special_district,Special District LVBAS,LVBAS,0.025
KS,special_district,Special District LVBON,LVBON,0.0275
KS,special_district,Special District LVDES,LVDES,0.0275
KS,special_district,Special District LVEAS,LVEAS,0.02
KS,special_district,Special District LVLAN,LVLAN,0.029
KS,special_district,Special District LVLEA,LVLEA,0.03
KS,special_district,Special District LVLIN,LVLIN,0.02
KS,special_district,Special District LVTON,LVTON,0.0275
KS,special_district,Special District LYADM,LYADM,0.01
KS,special_district,Special District LYALL,LYALL,0.01
KS,special_district,Special District LYAME,LYAME,0.02
KS,special_district,Special District LYBUS,LYBUS,0.01
KS,special_district,Special District LYEMP,LYEMP,0.02
KS,special_district,Special District LYHAR,LYHAR,0.02
KS,special_district,Special District LYNEO,LYNEO,0.02
KS,special_district,Special District LYOLP,LYOLP,0.02
KS,special_district,Special District LYREA,LYREA,0.01
KS,special_district,Special District MCBEL,MCBEL,0.02
KS,special_district,Special District MCCAW,MCCAW,0.02
KS,special_district,Special District MCGLE,MCGLE,0.02
KS,special_district,Special District MCHUN,MCHUN,0.01
KS,special_district,Special District MCSCO,MCSCO,0.01
KS,special_district,Special District MCSIM,MCSIM,0.01
KS,special_district,Special District MCTIP,MCTIP,0.02
KS,special_district,Special District MEFOW,MEFOW,0.02
KS,special_district,Special District MEMEA,MEMEA,0.02
KS,special_district,Special District MEPLA,MEPLA,0.01
KS,special_district,Special District MGCAN,MGCAN,0.03
KS,special_district,Special District MGCHE,MGCHE,0.03
KS,special_district,Special District MGCOF,MGCOF,0.03
KS,special_district,Special District MGDEA,MGDEA,0.02
KS,special_district,Special District MGIND,MGIND,0.03
KS,special_district,Special District MIFON,MIFON,0.02
KS,special_district,Special District MILOU,MILOU,0.03
KS,special_district,Special District MIOSA,MIOSA,0.0325
KS,special_district,Special District MIPAO,MIPAO,0.0275
KS,special_district,Special District MISPR,MISPR,0.03
KS,special_district,Special District MMHUT,MMHUT,0.0175
KS,special_district,Special District MMREN,MMREN,0.01
KS,special_district,Special District MNBUR,MNBUR,0.01
KS,special_district,Special District MNDUR,MNDUR,0.01
KS,special_district,Special District MNFLO,MNFLO,0.02
KS,special_district,Special District MNGOE,MNGOE,0.01
KS,special_district,Special District MNHIL,MNHIL,0.02
KS,special_district,Special District MNKAN,MNKAN,0.02625
KS,special_district,Special District MNLEH,MNLEH,0.01
KS,special_district,Special District MNLIN,MNLIN,0.01
KS,special_district,Special District MNLOS,MNLOS,0.01
KS,special_district,Special District MNMAR,MNMAR,0.0175
KS,special_district,Special District MNPEA,MNPEA,0.02
KS,special_district,Special District MNRAM,MNRAM,0.01
KS,special_district,Special District MNTAM,MNTAM,0.01
KS,special_district,Special District MPCAN,MPCAN,0.03
KS,special_district,Special District MPGAL,MPGAL,0.02
KS,special_district,Special District MPINM,MPINM,0.02
KS,special_district,Special District MPLIN,MPLIN,0.035
KS,special_district,Special District MPMAR,MPMAR,0.03
KS,special_district,Special District MPMCP,MPMCP,0.03
KS,special_district,Special District MPMOU,MPMOU,0.03
KS,special_district,Special District MPWIN,MPWIN,0.02
KS,special_district,Special District MRCOU,MRCOU,0.027
KS,special_district,Special District MRDUN,MRDUN,0.01
KS,special_district,Special District MRDWI,MRDWI,0.01
KS,special_district,Special District MRHER,MRHER,0.02
KS,special_district,Special District MRLAT,MRLAT,0.01
KS,special_district,Special District MRPAR,MRPAR,0.01
KS,special_district,Special District MRWHI,MRWHI,0.01
KS,special_district,Special District MRWIL,MRWIL,0.01
KS,special_district,Special District MSAXT,MSAXT,0.015
KS,special_district,Special District MSBEA,MSBEA,0.005
KS,special_district,Special District MSBLU,MSBLU,0.025
KS,special_district,Special District MSFRA,MSFRA,0.02
KS,special_district,Special District MSMAR,MSMAR,0.021
KS,special_district,Special District MSOKE,MSOKE,0.005
KS,special_district,Special District MSSUM,MSSUM,0.005
KS,special_district,Special District MSVER,MSVER,0.005
KS,special_district,Special District MSWAT,MSWAT,0.02
KS,special_district,Special District MTELK,MTELK,0.02
KS,special_district,Special District MTRIC,MTRIC,0.01
KS,special_district,Special District MTROL,MTROL,0.03
KS,special_district,Special District N12KA,N12KA,0.02625
KS,special_district,Special District N13KA,N13KA,0.02625
KS,special_district,Special District NMBER,NMBER,0.015
KS,special_district,Special District NMCEN,NMCEN,0.015
KS,special_district,Special District NMCOR,NMCOR,0.015
KS,special_district,Special District NMGOF,NMGOF,0.015
KS,special_district,Special District NMONE,NMONE,0.015
KS,special_district,Special District NMSAB,NMSAB,0.025
KS,special_district,Special District NMSEN,NMSEN,0.025
KS,special_district,Special District NMWET,NMWET,0.015
KS,special_district,Special District NOCHA,NOCHA,0.03
KS,special_district,Special District NOEAR,NOEAR,0.0175
KS,special_district,Special District NOERI,NOERI,0.0325
KS,special_district,Special District NOGAL,NOGAL,0.0175
KS,special_district,Special District NOSAI,NOSAI,0.0275
KS,special_district,Special District NOSTA,NOSTA,0.0175
KS,special_district,Special District NOTHA,NOTHA,0.03
KS,special_district,Special District NSNES,NSNES,0.02
KS,special_district,Special District NSRAN,NSRAN,0.005
KS,special_district,Special District NSUTI,NSUTI,0.01
KS,special_district,Special District NTALM,NTALM,0.0225
KS,special_district,Special District NTCLA,NTCLA,0.0175
KS,special_district,Special District NTEDM,NTEDM,0.0175
KS,special_district,Special District NTLEN,NTLEN,0.0175
KS,special_district,Special District NTNOR,NTNOR,0.03
